Algorithm,Problem,IndicatorName,ExecutionId,IndicatorValue
SMSEMOA__100__25000__0_95__0_005,MPC_1005583,HV,0,0.12525608521948256
SMSEMOA__100__25000__0_95__0_005,MPC_1005583,HV,1,0.13341954528418146
SMSEMOA__100__25000__0_95__0_005,MPC_1005583,HV,2,0.12151502214823619
SMSEMOA__100__25000__0_95__0_005,MPC_1046202,HV,0,0.7390779897871608
SMSEMOA__100__25000__0_95__0_005,MPC_1046202,HV,1,0.7414936445579294
SMSEMOA__100__25000__0_95__0_005,MPC_1046202,HV,2,0.7442212285786811
SMSEMOA__100__25000__0_95__0_005,MPC_1046653,HV,0,0.7988673092937624
SMSEMOA__100__25000__0_95__0_005,MPC_1046653,HV,1,0.8075615968426758
SMSEMOA__100__25000__0_95__0_005,MPC_1046653,HV,2,0.8159461120306797
SMSEMOA__100__25000__0_95__0_005,MPC_1001485,HV,0,0.7208802323255702
SMSEMOA__100__25000__0_95__0_005,MPC_1001485,HV,1,0.7089251919951108
SMSEMOA__100__25000__0_95__0_005,MPC_1001485,HV,2,0.7017376244573446
SMSEMOA__100__25000__0_95__0_005,MPC_1042576,HV,0,0.9574160606481397
SMSEMOA__100__25000__0_95__0_005,MPC_1042576,HV,1,0.9510414845488803
SMSEMOA__100__25000__0_95__0_005,MPC_1042576,HV,2,0.9475538500522276
SMSEMOA__100__25000__0_95__0_01,MPC_1045862,HV,0,0.48821146312346203
SMSEMOA__100__25000__0_95__0_01,MPC_1045862,HV,1,0.5042950874961513
SMSEMOA__100__25000__0_95__0_01,MPC_1045862,HV,2,0.5197547581853545
SMSEMOA__100__25000__0_95__0_01,MPC_1005583,HV,0,0.12150258840875361
SMSEMOA__100__25000__0_95__0_01,MPC_1005583,HV,1,0.13185920333158258
SMSEMOA__100__25000__0_95__0_01,MPC_1005583,HV,2,0.12413750723566672
SMSEMOA__100__25000__0_95__0_01,MPC_1046202,HV,0,0.7170395602705749
SMSEMOA__100__25000__0_95__0_01,MPC_1046202,HV,1,0.738573561746333
SMSEMOA__100__25000__0_95__0_01,MPC_1046202,HV,2,0.7405218430535297
SMSEMOA__100__25000__0_95__0_01,MPC_1046653,HV,0,0.832903075162748
SMSEMOA__100__25000__0_95__0_01,MPC_1046653,HV,1,0.8317901654240987
SMSEMOA__100__25000__0_95__0_01,MPC_1046653,HV,2,0.8241108994429547
SMSEMOA__100__25000__0_95__0_01,MPC_1001485,HV,0,0.6915977866927399
SMSEMOA__100__25000__0_95__0_01,MPC_1001485,HV,1,0.7054573164288342
